benchmark_arm,scene,episodes,independent_seeds,success_mean,collision_mean,path_completion_ratio_mean,path_cross_track_rmse_recomputed_mean,final_goal_distance_mean,steps_mean,minimum_clearance_mean,control_jerk_mean,safety_interventions_mean,planner_compute_ms_mean_mean,residual_policy_context_enabled_fraction_mean,reliability_hss_enabled_fraction_mean,reliability_actor_support_confidence_mean_mean,reliability_proposal_authority_mean_mean,reliability_proposal_fallback_fraction_mean_mean
old_full_proposed,all,18,3,0.5,0.0,0.6910240952077537,0.16579483347120252,1.412431813355114,729.6111111111111,0.22031944453019134,0.21882109460161342,453.94444444444446,353.1039549007505,1.0,1.0,0.0,0.0,1.0
old_full_proposed,l218_cylinder_forest,3,3,1.0,0.0,0.9646089124132936,0.19500053959051786,0.2930434572344725,573.6666666666666,0.14529678859145187,0.2115920093520219,260.6666666666667,356.72624670868703,1.0,1.0,0.0,0.0,1.0
old_full_proposed,l218_cylinder_spiral,3,3,0.0,0.0,0.6117093253628793,0.04525463823293677,1.5010140109338692,900.0,0.13363678536116277,0.24772336736496606,661.3333333333334,350.528287005932,1.0,1.0,0.0,0.0,1.0
old_full_proposed,l218_giant_u,3,3,1.0,0.0,0.9689063327054185,0.24615472604456148,0.2935703694520015,451.3333333333333,0.39606213456272926,0.2012555237404523,89.0,369.2305202421339,1.0,1.0,0.0,0.0,1.0
old_full_proposed,l218_nested_u,3,3,0.0,0.0,0.3784115347499253,0.07318732377466786,1.849626793540463,900.0,0.1890619350879883,0.24116956978028936,751.0,349.7473270886931,1.0,1.0,0.0,0.0,1.0
old_full_proposed,l218_opposed_u,3,3,1.0,0.0,0.9682247199935459,0.23687653374263207,0.2994660743426338,652.6666666666666,0.24513792473355944,0.15876880109934466,342.6666666666667,349.4146519621552,1.0,1.0,0.0,0.0,1.0
old_full_proposed,l218_serpentine,3,3,0.0,0.0,0.2542837460214593,0.19829523944189908,4.237870174627244,900.0,0.21272109884425636,0.2524172962726062,619.0,342.9766963969019,1.0,1.0,0.0,0.0,1.0
simple_combination,all,18,3,0.0,0.0,0.18217197424692622,1.044929554694793,4.939723881425578,900.0,0.3173296589145759,0.19934124768569436,230.22222222222223,281.0161823157277,1.0,0.0,1.0,1.0,0.0
simple_combination,l218_cylinder_forest,3,3,0.0,0.0,0.13480184291602285,1.7330918097317298,9.235033303896232,900.0,0.37285479569558894,0.19677288610118018,19.666666666666668,287.1398042336956,1.0,0.0,1.0,1.0,0.0
simple_combination,l218_cylinder_spiral,3,3,0.0,0.0,0.08029216159426836,1.9384039780845512,3.0691129741862846,900.0,0.165816984117782,0.22096332183689027,226.33333333333334,289.45336805428036,1.0,0.0,1.0,1.0,0.0
simple_combination,l218_giant_u,3,3,0.0,0.0,0.4024504203698203,0.2829920165854553,4.2070246080859866,900.0,0.16758834245637325,0.20835502450165258,396.0,275.1650191084331,1.0,0.0,1.0,1.0,0.0
simple_combination,l218_nested_u,3,3,0.0,0.0,0.1675763419335096,1.3706457693251395,3.8472957054161783,900.0,0.7012104670672065,0.1912036231964859,11.333333333333334,293.6718865313904,1.0,0.0,1.0,1.0,0.0
simple_combination,l218_opposed_u,3,3,0.0,0.0,0.13006692005593298,0.7027042193464493,4.17274509944749,900.0,0.3606872982330322,0.15002531879217973,0.0,252.50200977233126,1.0,0.0,1.0,1.0,0.0
simple_combination,l218_serpentine,3,3,0.0,0.0,0.17784415861200323,0.24173953509543397,5.107131597521288,900.0,0.1358200659174724,0.22872731168577742,728.0,288.1650061942357,1.0,0.0,1.0,1.0,0.0
