ablation_block,applied_control_jerk,arm,block_order,boundary_violation,boundary_violation_steps,collision,collision_free,conflict_q05_clearance,conflict_q05_used_episode_fallback,conflict_traversal_censored,conflict_traversal_time_failure_penalized_s,conflict_window_sample_count,direction_switch_count,failure_penalized_steps,final_goal_distance,minimum_clearance,model_block,path_progress_m_max,planner_compute_ms_p95_health_only,planner_deadline_miss_rate_health_only,premature_reverse_count,release_delay_censored_events,release_delay_event_count,release_delay_max_s,release_delay_mean_s,risk_or_raw_closing_steps,safe_success,seed,spin_steps,split,steps,stuck_steps,three_phase_oscillation_count,time_to_goal_s,trajectory_length,zero_speed_risk_fraction,zero_speed_risk_steps
True,0.03218840617948136,A_fixed_hss,6,False,0,False,True,0.34733274218523136,False,True,40.0,97,0,311,0.2911548796409342,0.33114532061194724,2,8.539210875779714,412.38240000166115,1.0,0,0,2,0.3999999999999668,0.299999999999928,29,True,740300233,3,ood,311,21,0,31.099999999993642,8.810345797985613,0.5862068965517241,17
True,0.02803723553926871,B10_learning_only,6,False,0,False,True,0.3408944243310128,False,True,40.0,97,0,307,0.28678272242108177,0.32403436403198616,2,8.555962465946465,466.76512000049115,1.0,0,0,0,0.0,0.0,0,True,740300233,10,ood,307,19,0,30.699999999993864,8.914471831393772,0.0,0
True,0.06060583661958497,B01_probability_only,6,False,0,False,True,0.3885749550582576,False,True,40.0,97,1,379,0.29547169617901686,0.36048260110917474,2,8.556430865320083,37.09400000079768,0.0,0,0,1,0.19999999999998885,0.19999999999998885,17,True,740300233,0,ood,379,16,0,37.900000000000354,9.445414443901079,0.6470588235294118,11
True,0.042417930924092,B00_strong_nominal_mppi,6,False,0,False,True,0.33328374771608366,False,True,40.0,97,0,303,0.2800422913233074,0.3119559904327214,2,8.537662328896722,9.652770002139732,0.0,0,0,0,0.0,0.0,0,True,740300233,3,ood,303,12,0,30.299999999994085,8.656957204024621,0.0,0
True,0.03317942091388595,A_full_ordinary_imm,6,False,0,False,True,0.3748065807138283,False,True,40.0,97,1,311,0.2950884387300119,0.34248521295136325,2,8.52076290914267,481.04235000027984,1.0,0,0,2,0.5999999999999781,0.39999999999993363,21,True,740300233,0,ood,311,10,0,31.099999999993642,9.114719634625573,0.3333333333333333,7
True,0.03075240598821407,B11_full_proposed,6,False,0,False,True,0.3748065807138283,False,True,40.0,97,1,312,0.29429642522090643,0.34248521295136325,2,8.512796002421586,482.5233700004901,1.0,0,0,1,0.5999999999999781,0.5999999999999781,14,True,740300233,0,ood,312,9,0,31.199999999993587,9.021415914514435,0.5,7
False,0.01956107282307469,B00_strong_nominal_mppi,7,False,0,False,True,0.3189005259976667,False,False,5.899999999999562,32,0,296,0.2978304994609804,0.3169124069019732,0,8.50217868383541,9.475200000451878,0.0,0,0,0,0.0,0.0,0,True,740300284,3,ood,296,20,0,29.599999999994473,8.50409409626226,0.0,0
False,0.025102628494413432,B11_full_proposed,7,False,0,False,True,0.35312972609800114,False,False,6.2999999999995175,32,1,304,0.2902108869013484,0.342678268675101,0,8.510063227684931,481.526574999225,1.0,0,0,1,0.3999999999999668,0.3999999999999668,17,True,740300284,0,ood,304,9,0,30.39999999999403,8.75899440985316,0.7647058823529411,13
False,0.02131712022775509,B10_learning_only,7,False,0,False,True,0.32732353268371295,False,False,6.2999999999995175,32,0,306,0.2874139445638322,0.3240846095703558,0,8.518821434742772,468.1126499999664,1.0,0,0,0,0.0,0.0,0,True,740300284,12,ood,306,19,0,30.59999999999392,8.548432499725637,0.0,0
False,0.0633639700568563,B01_probability_only,7,False,0,False,True,0.36050831970937,False,False,6.6999999999994735,32,1,379,0.2969504597645214,0.35107581941584454,0,8.56640090657454,39.06068999895069,0.0,0,0,1,0.29999999999997784,0.29999999999997784,17,True,740300284,0,ood,379,14,0,37.900000000000354,9.519032308760869,0.6470588235294118,11
