arm,endpoint,mean_or_rate,median,n,q25,q75,sd,split
B01_probability_only,planner_deadline_miss_rate_health_only,0.0,0.0,180,0.0,0.0,0.0,ood
B11_full_proposed,safe_success,0.7888888888888889,,180,,,,ood
B11_full_proposed,collision,0.14444444444444443,,180,,,,ood
B11_full_proposed,boundary_violation,0.0,,180,,,,ood
B11_full_proposed,failure_penalized_steps,341.7,332.5,180,303.0,382.25,39.99216403694031,ood
B11_full_proposed,final_goal_distance,0.8791748071014556,0.2945194538367964,180,0.2883595174324399,0.29938029193400495,1.5294650410344617,ood
B11_full_proposed,path_progress_m_max,7.973169936580108,8.5087068565616,180,8.502055072234455,8.514165829203403,1.4303942972749726,ood
B11_full_proposed,minimum_clearance,0.27504405518121494,0.350856384813154,180,0.22489210080102792,0.3607825921919336,0.14727930561260455,ood
B11_full_proposed,conflict_q05_clearance,0.4024249778221564,0.3690722214590133,180,0.3539600852483077,0.4135034134600693,0.15872062307153098,ood
B11_full_proposed,trajectory_length,8.724531702241343,8.875989222169434,180,8.76692699566953,9.471363008004943,1.4694757610673541,ood
B11_full_proposed,applied_control_jerk,0.04133929279162728,0.03999703256200288,180,0.026679532257292256,0.05249108190789576,0.016692603521580016,ood
B11_full_proposed,stuck_steps,20.205555555555556,16.5,180,10.0,28.0,12.944961799962291,ood
B11_full_proposed,spin_steps,3.611111111111111,0.0,180,0.0,3.0,7.075324094982354,ood
B11_full_proposed,direction_switch_count,1.7555555555555555,1.0,180,1.0,2.0,1.3186340580385607,ood
B11_full_proposed,three_phase_oscillation_count,0.08333333333333333,0.0,180,0.0,0.0,0.42115828577386155,ood
B11_full_proposed,premature_reverse_count,0.022222222222222223,0.0,180,0.0,0.0,0.14781672010850969,ood
B11_full_proposed,release_delay_max_s,0.7683333333331255,0.39999999999997793,180,0.2000000000000668,0.7999999999995566,1.0157681409652841,ood
B11_full_proposed,conflict_traversal_time_failure_penalized_s,22.113333333332676,14.299999999997326,180,6.09999999999954,40.0,16.339534261669797,ood
B11_full_proposed,zero_speed_risk_steps,15.05,12.0,180,9.0,19.0,9.926700633889407,ood
B11_full_proposed,planner_compute_ms_p95_health_only,478.7709411945515,482.3943750006947,180,481.30568750261773,484.5215562496833,20.211658979135606,ood
B11_full_proposed,planner_deadline_miss_rate_health_only,1.0,1.0,180,1.0,1.0,0.0,ood
